STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED
23230,MAYBE,Yuhico2011,Article,NA,L S O Yuhico and D C Blair,"0196-4399
1873-4391",Clinical Microbiology Newsletter,"Pseudomonas infection,adult,antibiotic resistance,article,aztreonam,bacterial meningitis,bacterium isolate,case report,ceftazidime,ciprofloxacin,colistin,cotrimoxazole,doripenem,drug efficacy,drug response,drug substitution,drug withdrawal,fever,gentamicin,human,imipenem,lumbar puncture,male,medical history,mental deficiency,meropenem,minocycline,molecular epidemiology,multidrug resistance,neutrophil count,piperacillin plus tazobactam,relapse,treatment duration",159--160,{Multi-Drug-Resistant Pseudomonas aeruginosa: A Rapidly Growing Treatment Dilemma},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L362682149 http://dx.doi.org/10.1016/j.clinmicnews.2011.09.005 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=01964399{\&}id=doi:10.1016{\%}2Fj.clinmicnews.2011.09.005{\&}atitl,33,2011,20,NA,NA,NA,NA,NA,YES,Allison,NO,Erica,Zach,Ayomide,no
20588,MAYBE,Tato2007,Article,"BACKGROUND: We report the emergence and spread of metallo-beta-lactamases (MBLs) among enterobacterial isolates at Ramon y Cajal University Hospital (Madrid, Spain). METHODS AND RESULTS: During the period from March 2005 through September 2006, 25 patients (52{\%} of whom were in the intensive care unit) were infected and/or colonized with single or different MBL-producing Enterobacteriaceae isolates (Klebsiella pneumoniae, 14 patients; Enterobacter cloacae, 12 patients; Escherichia coli, 1 patient; and/or Klebsiella oxytoca, 1 patient). Clonal analysis (XbaI pulsed-field gel electrophoresis) revealed that all K. pneumoniae isolates belonged to the same clone, but 6 patterns were found among the E. cloacae isolates. Carbapenems were affected to different degrees (minimum inhibitory concentration, {\textless} or = 1 to {\textgreater} 8 microg/mL), as were aminoglycosides and ciprofloxacin. The bla(VIM-1) MBL gene was present in all isolates; in addition, the bla(SHV-12) extended-spectrum beta-lactamase gene was detected in K. pneumoniae and E. coli isolates. The bla(VIM-1) gene was detected within a 4.0-kb class 1 integron (bla(VIM-1)-aacA4-dfrII-aadA1-catB2) in K. pneumoniae and E. coli and in a 2.5-kb class 1 integron (bla(VIM-1)-aacA4-aadA1) in E. cloacae and K. oxytoca isolates. The bla(VIM-1) gene was transferable (filter-mating) in 14 of 14 K. pneumoniae isolates, 4 of 11 E. cloacae isolates, and 1 of 1 E. coli isolate. A 60-kb plasmid belonging to the IncI1 group was detected in the epidemic VIM-1-K. pneumoniae clone. Plasmids of 300- or 435-kb belonging to IncH12 group were found among E. cloacae isolates. CONCLUSIONS: K. pneumoniae-MBL monoclonal epidemics coexisted with E. cloacae-MBL multiclonal epidemics in our hospital. The spread of the bla(VIM-1) gene among Enterobacteriaceae was driven by clonal spread associated with intergeneric plasmid transfer with different class I integron platforms. Such complex epidemiology might anticipate endemicity and should be considered for the design of containment epidemiology strategies.",M Tato and T M Coque and P Ruiz-Garbajosa and V Pintado and J Cobo and H S Sader and R N Jones and F Baquero and R Canton,1058-4838,Clin Infect Dis,"*Disease Outbreaks,Anti-Bacterial Agents/pharmacology,Cloning, Molecular,Drug Resistance, Multiple, Bacterial,Enterobacteriaceae Infections/enzymology/*epidemio,Enterobacteriaceae/drug effects/*enzymology/geneti,Humans,Microbial Sensitivity Tests,Plasmids/genetics,Spain/epidemiology,beta-Lactamases/*genetics/metabolism",1171--1178,{Complex clonal and plasmid epidemiology in the first outbreak of Enterobacteriaceae infection involving VIM-1 metallo-beta-lactamase in Spain: toward endemicity?},NA,45,2007,9,"1537-6591
Tato, M
Coque, T M
Ruiz-Garbajosa, P
Pintado, V
Cobo, J
Sader, H S
Jones, R N
Baquero, F
Canton, R
Journal Article
Research Support, Non-U.S. Gov't
United States
Clin Infect Dis. 2007 Nov 1;45(9):1171-8. Epub 2007 Sep 27.",10.1086/522288,10/6/07,eng,17918078,YES,Melanie,NO,Mushtaq,Zach,Ayomide,yes
16716,MAYBE,Poirel2012,Article,"A multidrug-resistant Acinetobacter baumannii isolate recovered from a patient hospitalized in Switzerland after a transfer from Serbia produced the NDM-1 carbapenemase. The bla(NDM-1) gene was part of a chromosomally located Tn125 composite transposon bracketed by two copies of the same insertion sequence, ISAba125. This transposon was also associated with the acquisition and expression of the bla(NDM-2) gene in an A. baumannii isolate in Germany. Tn125 appears to be the main vehicle for dissemination of bla(NDM) genes in that species.",L Poirel and R A Bonnin and A Boulanger and J Schrenzel and M Kaase and P Nordmann,0066-4804,Antimicrob Agents Chemother,"Acinetobacter Infections/*epidemiology/microbiolog,Acinetobacter baumannii/*drug effects/enzymology/*,Anti-Bacterial Agents/pharmacology,Bacterial Proteins/*genetics,Carbapenems/pharmacology,DNA Transposable Elements/*genetics,Drug Resistance, Multiple, Bacterial,Gene Transfer, Horizontal/*genetics,Humans,Microbial Sensitivity Tests,Molecular Sequence Data,Sequence Analysis, DNA,Switzerland/epidemiology,beta-Lactam Resistance,beta-Lactamases/*genetics,beta-Lactams/pharmacology",1087--1089,{Tn125-related acquisition of blaNDM-like genes in Acinetobacter baumannii},NA,56,2012,2,"1098-6596
Poirel, Laurent
Bonnin, Remy A
Boulanger, Anne
Schrenzel, Jacques
Kaase, Martin
Nordmann, Patrice
Journal Article
Research Support, Non-U.S. Gov't
United States
Antimicrob Agents Chemother. 2012 Feb;56(2):1087-9. doi: 10.1128/AAC.05620-11. Epub 2011 Dec 5.",10.1128/aac.05620-11,12/7/11,eng,22143526,MAYBE,Jake,MAYBE,Erica,Erica,Ayomide,yes
16581,YES,Pillai2014,Article,"Melioidosis, also known as Whitmore disease, is caused by the bacterium Burkholderia pseudomallei, a motile, aerobic, non-spore-forming bacillus. The bacterium is known to thrive in tropical climates. However, the worldwide incidence of the disease appears to be increasing as a result of increased travel and epidemiological sophistication. {\textless}sup{\textgreater}[1]{\textless}/sup{\textgreater} We report two patients who were diagnosed to have melioidosis, and the challenges faced in treating them.",M P Pillai and B P Faizal and V D Urs,"0974-6005
1755-6783",Annals of Tropical Medicine and Public Health,"Burkholderia pseudomallei,adult,antibiotic sensitivity,antibiotic therapy,antifungal agent,article,blood culture,bronchopneumonia,carbapenem derivative,case report,ceftazidime,chemoradiotherapy,chill,cotrimoxazole,deterioration,doxycycline,dyspnea,ertapenem,fever,foot fracture,glioblastoma,hemodialysis,human,imipenem,kidney failure,leukocytosis,levofloxacin,male,melioidosis,meropenem,physical examination,rigor,septicemia,tachycardia,tachypnea,thorax radiography",263--265,{Emerging drug resistance in melioidosis},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L604055142 http://dx.doi.org/10.4103/1755-6783.155020 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=09746005{\&}id=doi:10.4103{\%}2F1755-6783.155020{\&}atitle=Emerging+drug+re,7,2014,6,NA,NA,NA,NA,NA,MAYBE,Erica,NO,Mushtaq,Zach,Ayomide,no
16252,MAYBE,Peirano2011c,Article,"After recent hospitalization in India (New Delhi and Mumbai), 2 patients, on their return to Canada, presented with lower urinary tract infections due to multiresistant Klebsiella pneumoniae that produced New Delhi metallo-$\beta$-lactamase and CTX-M-15. The organisms belonged to clones ST147 and ST340, and were positive for aac(6')-Ib-cr, as well as for the ccdAB and vagCD addiction systems. The blaNDM plasmid was located on the IncFIIA and IncA/C replicon groups of plasmids. Clones ST147 and ST340 are also responsible for harbouring blaKPC, and it is possible that they played an important role in the intercontinental spread of antimicrobial resistance. {\textcopyright} 2011 Elsevier Inc.",G Peirano and D R Pillai and A Pitondo-Silva and D Richardson and J D D Pitout,0732-8893,Diagnostic Microbiology and Infectious Disease,",Adult,Bacterial,Bacterial Typing Techniques,Canada,Drug Resistance,Female,Follow-Up Studies,Humans,India,Klebsiella pneumoniae,Klebsiella pneumoniae/classification/drug effects/,Middle Aged,Multilocus Sequence Typing,Multiple,New Delhi metallo beta lactamase,New Delhi metallo beta lactamase producing Klebsie,Plasmids/drug effects,Replicon/drug effects,Sequence Analysis,aac(6') ib cr gene,adult,amikacin,amoxicillin plus clavulanic acid,antibiotic resistance,antibiotic sensitivity,article,aztreonam,bacterial gene,bacterial metabolism,bacterial phenomena and functions,bacterial strain,bacterium examination,bacterium identification,beta lactamase,beta lactamase CTX M 15,beta-Lactamases/*metabolism,case report,ccdAB addiction system,cefoxitin,ceftazidime,ceftriaxone,cell clone,ciprofloxacin,colistin,constipation,controlled study,cotrimoxazole,drug withdrawal,dysuria,enzyme analysis,enzyme synthesis,ertapenem,female,fosfomycin,gene location,gentamicin,hospitalization,human,meropenem,metallo beta lactamase,minimum inhibitory concentration,multidrug resistance,nonhuman,piperacillin plus tazobactam,plasmid,priority journal,purification,replicon,single drug dose,tigecycline,tobramycin,unclassified drug,urinary frequency,urinary tract infection,urine culture,vagCD addiction system",106--109,{The characteristics of NDM-producing Klebsiella pneumoniae from Canada},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L362568650 http://dx.doi.org/10.1016/j.diagmicrobio.2011.06.013 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=07328893{\&}id=doi:10.1016{\%}2Fj.diagmicrobio.2011.06.013{\&}ati,71,2011,2,"From Duplicate 1 (The characteristics of NDM-producing Klebsiella pneumoniae from Canada - Peirano, G; Pillai, D R; Pitondo-Silva, A; Richardson, D; Pitout, J D)
1879-0070
Peirano, Gisele
Pillai, Dylan R
Pitondo-Silva, Andre
Richardson, David
Pitout, Johann D D
Journal Article
Research Support, Non-U.S. Gov't
United States
Diagn Microbiol Infect Dis. 2011 Oct;71(2):106-9. doi: 10.1016/j.diagmicrobio.2011.06.013.",10.1016/j.diagmicrobio.2011.06.013,9/20/11,eng,21924993,MAYBE,Melanie,MAYBE,Erica,Erica,Ayomide,yes
