STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED,REASON,NOTES
9,YES,Abadi2014,Article,"Treatment of Helicobacter pylori infection with common antibiotics is typically recommended for several digestive conditions, including peptic ulcers. However, reports of resistant H. pylori isolates are increasing, and unfortunately, these do not respond to currently available therapeutic regimens. We report the case of a 31-year-old woman with two peptic ulcers in the duodenal antrum. An H. pylori strain was isolated, and tested for antibiotic resistance using agar dilution and disk diffusion. The isolated strain was found to be resistant to all seven antibiotics that were tested. Therefore, constant monitoring for antibiotic resistance should be performed prior to initiating antibiotic therapy.",A T B Abadi and A M Mobarez,0037-8682,Rev Soc Bras Med Trop,",Adult,Anti-Bacterial Agents/*pharmacology/therapeutic us,Disk Diffusion Antimicrobial Tests,Drug Resistance,Duodenal Ulcer/drug therapy/*microbiology,Female,Helicobacter Infections/drug therapy/*microbiology,Helicobacter infection,Helicobacter pylori,Helicobacter pylori/*drug effects/isolation {\&} puri,Humans,Iran,Microbial,adult,agar dilution,amoxicillin,antibiotic agent,antibiotic resistance,antibiotic sensitivity,article,bacterium isolation,case report,ciprofloxacin,clarithromycin,controlled study,disk diffusion,endoscopic surgery,endoscopy,erythromycin,female,furazolidone,human,human tissue,metronidazole,nonhuman,peptic ulcer,stomach biopsy,stomach cancer,tetracycline",666--667,{First case of Helicobacter pylori infection resistant to seven antibiotics in Iran},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L600617551 http://dx.doi.org/10.1590/0037-8682-0267-2013 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00378682{\&}id=doi:10.1590{\%}2F0037-8682-0267-2013{\&}atitle=First+case,47,2014,5,"From Duplicate 2 (First case of Helicobacter pylori infection resistant to seven antibiotics in Iran - Abadi, A T; Mobarez, A M)

1678-9849
Abadi, Amin Talebi Bezmin
Mobarez, Ashraf Mohabbati
Case Reports
Journal Article
Brazil
Rev Soc Bras Med Trop. 2014 Sep-Oct;47(5):666-7.",NA,12/4/2014,eng,25467273,YES,Cale,YES,Nchedo,Nchedo,Zach_4,yes,,
183,MAYBE,Agabou2014,Article,"The aim of the study was to assess the frequency and diversity of carbapenemases and extended-spectrum $\beta$-lactamases (ESBL) produced by Escherichia coli isolates from patients hospitalised in the Regional Military Hospital of Constantine (Algeria). E. coli isolates were collected over a 2-year period from patients presenting E. coli infections. Strains with reduced susceptibility to ertapenem and/or positive for ESBL were characterised with regard to antibiotic resistance, bla genes, phylogenetic groups, O25 serotyping, quinolone resistance, repetitive sequence-based polymerase chain reaction (rep-PCR) profiles and multi-locus sequence typing (MLST). Of the 448 isolated E. coli, 94 (20.9 {\%}) were multidrug-resistant. One of them (1.1 {\%}) produced a blaOXA-48 and was identified as a B1 ST5 strain. The transposon bearing this gene was Tn1999.2. This strain was isolated from a patient coming from a border province with Tunisia, where this carbapenemase is endemic. In addition, 84 (18.8 {\%}) isolates among them produced an ESBL with predominance (97.6 {\%}) of blaCTX-M-15, which was coupled with qnr genes in 10.9 {\%}. ESBL-producing strains were mainly detected in phylogroups D and A. They displayed 20 rep-PCR profiles and all the clonally related isolates were of the same sequence type (ST). Ten strains (9.4 {\%}) belonged to the pandemic clone ST131. This study describes for the first time the presence of OXA-48-producing E. coli and the emergence of the intercontinental ST131 blaCTX-15- producing E. coli strains in Algeria. {\textcopyright} 2014 Springer-Verlag.",A Agabou and A Pantel and Z Ouchenane and N Lezzar and S Khemissi and D Satta and A Sotto and J P Lavigne,"1435-4373
0934-9723",Eur J Clin Microbiol Infect Dis,",Adolescent,Adult,Aged,Algeria,Anti-Bacterial Agents/pharmacology,Bacterial,Child,DNA Transposable Elements,Drug Resistance,Escherichia coli,Escherichia coli Infections/*microbiology,Escherichia coli infection,Escherichia coli/*classification/*enzymology/genet,Female,Genotype,Hospitals,Humans,Infant,Male,Microbial Sensitivity Tests,Middle Aged,Military,Molecular Typing,Multiple,Phylogeny,Preschool,Serotyping,Tunisia,Young Adult,adolescent,adult,aged,antibiotic resistance,antibiotic sensitivity,article,beta-Lactamases/genetics/*secretion,carbapenemase,child,ertapenem,extended spectrum beta lactamase,female,hospital patient,human,major clinical study,male,molecular epidemiology,molecular phylogeny,nonhuman,pandemic,polymerase chain reaction,priority journal,public hospital,serotyping,transposon",1641--1646,{First description of OXA-48-producing Escherichia coli and the pandemic clone ST131 from patients hospitalised at a military hospital in Algeria},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L53173687 http://dx.doi.org/10.1007/s10096-014-2122-y http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=14354373{\&}id=doi:10.1007{\%}2Fs10096-014-2122-y{\&}atitle=First+descripti,33,2014,9,"From Duplicate 2 (First description of OXA-48-producing Escherichia coli and the pandemic clone ST131 from patients hospitalised at a military hospital in Algeria - Agabou, A; Pantel, A; Ouchenane, Z; Lezzar, N; Khemissi, S; Satta, D; Sotto, A; Lavigne, J P)

1435-4373
Agabou, A
Pantel, A
Ouchenane, Z
Lezzar, N
Khemissi, S
Satta, D
Sotto, A
Lavigne, J-P
Journal Article
Research Support, Non-U.S. Gov't
Germany
Eur J Clin Microbiol Infect Dis. 2014 Sep;33(9):1641-6. doi: 10.1007/s10096-014-2122-y. Epub 2014 May 5.",10.1007/s10096-014-2122-y,5/6/2014,eng,24792128,YES,Brooke,MAYBE,Zach,Zach,Zach_4,yes,,
385,MAYBE,Al-Derzi2013,Article,"Background: The wide misuse of broad spectrum antibiotics causes an increase in the rate of antibiotic resistance in Iraq. Data are limited on the prevalence, pattern of resistance, and factors associated with resistant organisms. Objective: The aim of this study was to determine the isolation prevalence and antibiotic resistance rate of P. aeruginosa species isolated in the North of Iraq and to determine the optimum effect of a combination antibiogram and its potential role in empirical treatment. Patients and Methods: The study samples were collected from two cities: Mosul and Duhok. The Mosul samples were taken from in-patient specimens sent for culture and antibiotic sensitivity to Al-Salam Teaching Hospital over a threeyear period (2003-2005). Duhok samples were obtained mainly from outpatient specimens sent to the laboratory of one of the two main private hospitals in the city for another three-year period (2007-2009). P. aeruginosa was identified by conventional methods and API 20 E (Biomerieux). Their antibiotic susceptibility was tested using the Kirby-Bauer plate diffusion method. Detection of combination effects was performed on Duhok samples by in vitro testing of different antimicrobial combination patterns commonly used in routine empirical practice. For this purpose combinations were chosen of the top four individual drugs demonstrating the highest susceptibilities by the standard antibiogram. Results: Out of 8038 and 1878 clinical specimens submitted for culture in Mosul and Duhok, respectively, 180 and 21 clinically significant isolates of P. aeruginosa were isolated, resulting in a prevalence of 5.2{\%} and 1.6{\%}, respectively. The most common isolates were from pus, followed by urine specimens and ear discharges. The isolates in males were twice that of females. The pattern of resistance revealed that amikacin had the highest sensitivity (89.7{\%}) followed by imipenem, tobramycin and piperacillin (85.6{\%}, 84.1{\%}, and 82.1{\%}, respectively). Cefotaxime showed the lowest sensitivity rate (66.4{\%}) followed by ceftazidime, carbenicillin, ciprofloxacin and gentamicin (70.1{\%}, 74.6{\%}, 76.1{\%}, and 79.1{\%}, respectively). The study revealed that the optimum combination therapy with the highest sensitivity rate was the combination of amikacin with either piperacillin or imipenem (95.2{\%}) and piperacillin with tobramycin (95.2{\%}). Conclusions and Recommendations: A relatively high resistance rate to first-line anti-pseudomonal drugs was observed, which should lead to continuous evaluation of hospital and community resistance patterns. The use of optimum combination therapy should be considered in the rational use of anti-pseudomonas drugs.",N A Al-Derzi,1015-6321,Journal of the Bahrain Medical Society,"Iraq,Pseudomonas infection,adult,amikacin,antibiotic agent,antibiotic resistance,antibiotic sensitivity,antibiotic therapy,article,bacterium culture,bacterium isolation,carbenicillin,cefotaxime,ceftazidime,ciprofloxacin,ear,female,gentamicin,hospital patient,human,imipenem,major clinical study,male,nonhuman,outpatient,piperacillin,prevalence,private hospital,pus,tobramycin,urinalysis",11--16,{The pattern of antibiotic resistance of pseudomonas infections in the North of Iraq: Potential role of a combination antibiogram},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L369387522 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10156321{\&}id=doi:{\&}atitle=The+pattern+of+antibiotic+resistance+of+pseudomonas+infections+in+the+North+of+Iraq{\%}253,24,2013,1,NA,NA,NA,NA,NA,YES,Allison,MAYBE,Mushtaq,Mushtaq,Zach_4,yes,,
404,YES,Al-Jasser2006,Article,"Stenotrophomonas maltophilia (S. maltophilia) has recently emerged as an important nosocomial pathogen. Treatment of invasive infections caused by this organism is difficult as the bacterium is frequently resistant to a wide range of commonly used antimicrobials. Trimethoprimsulfamethoxazole (TMP - SXT) is recommended as the agent of choice for the treatment of S. maltophilia infections. However, the development of resistance to this antibiotic represents a real challenge to laboratorians and clinicians. This letter describes the first isolation of S. maltophilia resistant to TMP - SXT from two patients treated at Riyadh Armed Forces Hospital which is a major tertiary hospital in Saudi Arabia. {\textcopyright} 2006 Al-Jasser; licensee BioMed Central Ltd.",A M Al-Jasser,1476-0711,Ann Clin Microbiol Antimicrob,",Aged,Anti-Bacterial Agents/pharmacology/*therapeutic us,Bacterial,Combination,Cross Infection/*drug therapy,Drug Resistance,Drug Therapy,Fatal Outcome,Female,Gram negative infection,Gram-Negative Bacterial Infections/*drug therapy,Humans,Male,Middle Aged,Saudi Arabia,Septic/etiology,Shock,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia/*drug effects,Sulfamethoxazole/pharmacology/therapeutic use,Treatment Outcome,Trimethoprim/pharmacology/therapeutic use,adult,aged,amikacin,antibiotic agent,antibiotic resistance,antibiotic sensitivity,article,aztreonam,bacterial growth,bacterium culture,bacterium isolate,bacterium isolation,bladder carcinoma,case report,ceftazidime,ceftriaxone,chloramphenicol,chronic myeloid leukemia,ciprofloxacin,cotrimoxazole,cytotoxic agent,death,febrile neutropenia,female,gentamicin,hospital admission,human,imipenem,intensive care unit,kidney failure,levofloxacin,male,meropenem,minimum inhibitory concentration,nonhuman,norfloxacin,piperacillin plus tazobactam,public hospital,septic shock,tetracycline,timentin,vancomycin",23,{Stenotrophomonas maltophilia resistant to trimethoprim-sulfamethoxazole: an increasing problem},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L44489787 http://dx.doi.org/10.1186/1476-0711-5-23 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=14760711{\&}id=doi:10.1186{\%}2F1476-0711-5-23{\&}atitle=Stenotrophomonas+malt,5,2006,NA,"From Duplicate 2 (Stenotrophomonas maltophilia resistant to trimethoprim-sulfamethoxazole: an increasing problem - Al-Jasser, A M)

1476-0711
Al-Jasser, Asma Marzouq
Case Reports
Journal Article
England
Ann Clin Microbiol Antimicrob. 2006 Sep 18;5:23.",10.1186/1476-0711-5-23,9/19/2006,eng,16978420,YES,Allison,NO,Erica,Zach,Zach_4,yes,,
538,YES,Alibi2015,Article,"OBJECTIVES: Extended-spectrum beta-lactamases are widespread in hospital settings worldwide. The prevalence of ESBL producing Klebsiella pneumoniae (ESBL-KP) strains isolated from patients has recently increased in Tunisia. We conducted this study to determine the prevalence and the genetic characterization of ESBL-KP in a Tunisian Hospital. PATIENTS AND METHODS: We performed antibiotic susceptibility testing, multiplex PCR, and DNA sequencing analysis on 118 non repetitive K. pneumonia strains isolated during three years, to determine the prevalence and genotypes of ESBL among K. pneumoniae clinical isolates. RESULTS: Most ESBL-producing K. pneumonia strains were isolated from hospitalized patients, especially in neonatal and pediatric wards. The resistance to other antibiotics was high. Most of the pathogens were isolated from the urinary tract (86.44{\%}). Carbapenems were the most effective antimicrobial agents followed by amikacin and fosfomycin. The rate of blaSHV, blaTEM, and blaCTX-M genes among the isolates was 89, 56.78, and 81.35{\%}, respectively. Sequencing revealed the amplicons encoding TEM-1, TEM-53, TEM-158, SHV-1, SHV-11, SHV-28, CTX-M-15, CTX-M-15-like. The blaCTX-M-15 was the dominant gene among Tunisian isolates, but this was the first report of blaTEM-53 and blaTEM-158 genes in the country. CONCLUSIONS: Our results confirm the predominance of CTX-M-15 in Tunisia. To our knowledge, this is the first report of TEM-158 and TEM-53 in Tunisia.",S Alibi and A Ferjani and J Boukadida,0399-077x,Med Mal Infect,"Adolescent,Adult,Aged,Aged, 80 and over,Bacterial Proteins/classification/genetics/*isolat,Blse,Child,Child, Preschool,Cross Infection/epidemiology/*microbiology,Ctx-m,DNA, Bacterial/genetics/isolation {\&} purification,Esbl,Female,Genes, Bacterial,Genotype,Hospital Departments,Hospitals, University,Humans,Infant,Infant, Newborn,Klebsiella,Klebsiella Infections/epidemiology/*microbiology,Klebsiella pneumoniae/drug effects/*enzymology,Male,Middle Aged,Multiplex Polymerase Chain Reaction,Shv,Species Specificity,Tem,Tunisia/epidemiology,Young Adult,beta-Lactam Resistance/*genetics,beta-Lactamases/classification/genetics/*isolation",139--143,{Molecular characterization of extended spectrum beta-lactamases produced by Klebsiella pneumoniae clinical strains from a Tunisian Hospital},NA,45,2015,4,"1769-6690
Alibi, S
Ferjani, A
Boukadida, J
Journal Article
France
Med Mal Infect. 2015 Apr;45(4):139-43. doi: 10.1016/j.medmal.2015.01.010. Epub 2015 Mar 13.",10.1016/j.medmal.2015.01.010,3/18/2015,eng,25779010,YES,Allison,YES,Ayomide,Ayomide,Zach_4,yes,,
543,MAYBE,Alioua2014,Article,"Aims: The authors had for aim to assess whether an in-hospital spread of the European community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) clone was on-going in Annaba, Eastern Algeria. Material and methods: We carried out a molecular epidemiological study of S. aureus strains causing infections in 4 hospitals located in Annaba, between February and October 2010. Results: Our study revealed a very low healthcare-associated MRSA (HCA-MRSA) infection incidence rate of 0.34 per 1000 patient-days. However, the rates of HCA-MRSA strains (85/119) and CA-MRSA (7/29) among S. aureus strains are much higher than those found in France. The European CA-MRSA clone (clonal complex 80, Staphylococcal Cassette Chromosome mec IVc, spa type t044, lukS/F-PV-positive) accounted for 14.1{\%} of all healthcare-associated (HCA) MRSA infections. Conclusion: This study confirmed the emerging role of CA-MRSA as HCA pathogens in North-African Africa. {\textcopyright} 2014 Elsevier Masson SAS.",M A Alioua and A Labid and K Amoura and M Bertine and D Gacemi-Kirane and M Dekhil,"1769-6690
0399-077X",Medecine et Maladies Infectieuses,"Algeria,adult,antibiotic resistance,antibiotic sensitivity,article,bacterial strain,bacterial transmission,bacterium culture,community acquired infection,community acquired methicillin resistant Staphyloc,controlled study,cotrimoxazole,erythromycin,female,fusidic acid,gentamicin,healthcare associated infection,hospital infection,human,incidence,kanamycin,length of stay,lincomycin,major clinical study,male,matrix assisted laser desorption ionization time o,methicillin resistant Staphylococcus aureus infect,molecular epidemiology,multilocus sequence typing,ofloxacin,real time polymerase chain reaction,tetracycline,tobramycin,university hospital",180--183,{Emergence of the European ST80 clone of community-associated methicillin-resistant Staphylococcus aureus as a cause of healthcare-associated infections in Eastern Algeria},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L53011115 http://dx.doi.org/10.1016/j.medmal.2014.01.006 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=17696690{\&}id=doi:10.1016{\%}2Fj.medmal.2014.01.006{\&}atitle=Emergence,44,2014,4,NA,NA,NA,NA,NA,YES,Allison,MAYBE,Mushtaq,Mushtaq,Zach_4,yes,,
591,YES,Almuzara2012,Article,"In the literature, only three Brevundimonas diminuta environmental isolates carrying metallo-$\beta$-lactamase genes were recently published. However, so far, no B. diminuta clinical isolates carrying these carbapenem resistance genes have been described. Here we report the first VIM-2 metallo-$\beta$-lactamase- producing B. diminuta clinical isolate obtained from an immunocompromised patient. Copyright {\textcopyright} 2012, American Society for Microbiology. All Rights Reserved.",M N Almuzara and C M Barberis and C H Rodr\'{i}guez and A M R Famiglietti and M S Ramirez and C A Vaya,"0095-1137
1098-660X",Journal of Clinical Microbiology,"Brevundimonas,Brevundimonas diminuta,Brevundimonas vesicularis,Pseudomonas aeruginosa,RNA 16S,RNA sequence,adult,amikacin,ampicillin,antibiotic resistance,antibiotic sensitivity,article,aztreonam,backache,bacterium identification,bacterium isolate,case report,cefalotin,cefepime,cefotaxime,cefoxitin,ceftazidime,ciprofloxacin,colistin,corticosteroid,cotrimoxazole,cyclophosphamide,death,electromyogram,enzyme synthesis,female,fever,gentamicin,histopathology,human,human tissue,imipenem,immunocompromised patient,leg ulcer,limb weakness,low back pain,lupus erythematosus nephritis,meropenem,metallo beta lactamase,metallo beta lactamase VIM 2,methylprednisolone,minimum inhibitory concentration,minocycline,multiple cycle treatment,muscle weakness,nonhuman,nucleotide sequence,piperacillin plus tazobactam,povidone iodine,prednisone,priority journal,pyoderma gangrenosum,sensorimotor neuropathy,septic shock,sultamicillin,superinfection,tigecycline,unclassified drug,vancomycin,walking difficulty",2830--2832,{First report of an extensively drug-resistant VIM-2 metallo-$\beta$- lactamase-producing Brevundimonas diminuta clinical isolate},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L365336719 http://dx.doi.org/10.1128/JCM.00924-12 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00951137{\&}id=doi:10.1128{\%}2FJCM.00924-12{\&}atitle=First+report+of+an+exten,50,2012,8,NA,NA,NA,NA,NA,YES,Brooke,NO,Mushtaq,Zach,Zach_4,yes,,
614,MAYBE,Alreja2011,Article,"Eustachian valve endocarditis (EVE) is a distinctly rare and underdiagnosed entity. We report 2 new cases caused by vancomycin resistant Staphylococcus aureus and Staphylococcus hominis diagnosed on transesophageal echocardiography (TEE). Although, 63{\%} of Eustachian valve endocarditis is caused by Staphylococcus aureus, we report the first case of vancomycin resistant Staphylococcus aureus and first case related to implantable venous access systems. EVE is now seen more commonly in elderly population with diverse microbial cultures and antibiotic sensitivities. TTE is the first modality for investigation of EVE, however a negative TTE does not preclude the diagnosis, as only 88{\%} of cases were diagnosed on TEE.",G Alreja and A Lotfi,"0975-3583
0976-2833",Journal of Cardiovascular Disease Research,"Staphylococcus aureus,Staphylococcus hominis,abnormal respiratory sound,adult,aged,anamnesis,anemia,antibiotic sensitivity,antibiotic therapy,aorta stenosis,artificial ventilation,blood culture,body temperature measurement,breathing rate,case report,chill,congestive heart failure,coughing,daptomycin,dementia,endocarditis,eustachian valve endocarditis,female,fever,gastrointestinal hemorrhage,gentamicin,hemoglobin,hemoglobin blood level,hemoptysis,human,intravenous drug abuse,kidney failure,leukocytosis,penicillin G,priority journal,pulse rate,respiratory failure,review,rifampicin,sepsis,systolic heart murmur,thromboembolism,transesophageal echocardiography,transthoracic echocardiography,tricuspid valve regurgitation,vancomycin,vancomycin resistant Staphylococcus aureus,vein catheterization",181--185,{Eustachian valve endocarditis: Rare case reports and review of literature},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L362740776 http://dx.doi.org/10.4103/0975-3583.85266 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=09753583{\&}id=doi:10.4103{\%}2F0975-3583.85266{\&}atitle=Eustachian+valve+e,2,2011,3,NA,NA,NA,NA,NA,YES,Allison,NO,Zach,Ayomide,Zach_4,yes,,
617,YES,Alrowais2015,Article,"Fosfomycin resistance in Escherichia coli is rare in the United States. An extended-spectrum $\beta$-lactamase–producing E. coli clinical strain identified in Pennsylvania, USA, showed high-level fosfomycin resistance caused by the fosA3 gene. The IncFII plasmid carrying this gene had a structure similar to those found in China, where fosfomycin resistance is commonly described.",H Alrowais and C L McElheny and C N Spychala and S Sastry and Q Guo and A A Butt and Y Doi,"1080-6059
1080-6040",Emerging Infectious Diseases,"Escherichia coli,United States,antibiotic resistance,article,azithromycin,bacterial gene,bacterial strain,blaCTX M 65 gene,case report,cefazolin,ceftriaxone,ciprofloxacin,end stage renal disease,female,fosA3 gene,fosfomycin,gene sequence,hospitalization,human,moxifloxacin,nucleotide sequence,peritoneal catheter,peritoneal dialysis,polymerase chain reaction,rmtB gene,urinary tract infection",2045--2047,"{Fosfomycin resistance in Escherichia coli, Pennsylvania, USA}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L606529884 http://dx.doi.org/10.3201/eid2111.150750 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10806059{\&}id=doi:10.3201{\%}2Feid2111.150750{\&}atitle=Fosfomycin+resistanc,21,2015,11,NA,NA,NA,NA,NA,YES,Allison,YES,Ayomide,Ayomide,Zach_4,yes,,
669,MAYBE,Alvargonzalez2014,Article,"The aim of this study was to assess the epidemiology and molecular basis of the infection and dissemination of multidrug-resistant Acinetobacter baumannii (MDRAB) in three sequential outbreaks at the intensive care units (ICUs) of a tertiary university hospital in Granada, Spain, between 2009 and 2011. Strains from all patients infected and/or colonized by MDRAB during outbreak periods were characterized using PFGE and multilocus sequence typing (MLST). The first outbreak appeared in the summer of 2009 involving 38 ICU patients: 25 from a Traumatology-Rehabilitation hospital (TRH) and 13 from a Medical-Surgery hospital (MSH). Between 2010 and 2011, outbreaks were limited to the MSH-ICU, affecting 9 and 11 patients, respectively. Two PFGE types were detected. In the 2009 outbreak, two clones were identified: profile 1 strains were isolated at the TRH, whilst profile 2 was isolated at the MSH. Only one clone was identified in the 2010 and 2011 outbreaks: the profile 2 clone detected at the MSH in 2009. After MLST analysis, a single sequence type (ST92) was identified. This suggested that an endemic strain could evolve and cause localized outbreaks in vulnerable patients. Multiplex PCR for OXA group enzymes yielded a positive result for blaOXA-58-like and blaOXA-51-like genes, and gene sequencing showed the presence of blaOXA-58. However, the absence of ISAba1 upstream of the blaOXA-51-like gene suggested the absence of OXA-51 expression. The susceptibility pattern was not an appropriate method for MDRAB surveillance, as several susceptibility patterns were identified in a single clone. Consequently, molecular methods of characterization are recommended for epidemiological surveillance of MDRAB.",J J Alvargonzalez and A {Vindel Hernando} and M D Martin and C M Casas and J O Iglesias and M F Marin and M L Alvarez and V B Sanchez and J M Mari,0022-2615,J Med Microbiol,"*Drug Resistance, Multiple, Bacterial,Acinetobacter Infections/genetics/*metabolism,Acinetobacter baumannii/*classification/*drug effe,Anti-Bacterial Agents/*pharmacology,Disease Outbreaks/*statistics {\&} numerical data,Gene Expression Regulation, Bacterial/physiology,Gene Expression Regulation, Enzymologic,Humans,Spain/epidemiology,Time Factors,beta-Lactamases/genetics/*metabolism",1093--1098,{Sequential outbreaks in a Spanish hospital caused by multiresistant OXA-58-producing Acinetobacter baumannii ST92},NA,63,2014,Pt 8,"1473-5644
Alvargonzalez, Jorge Julio Cabrera
Vindel Hernando, Ana
Martin, Maria Dolores Rojo
Casas, Consuelo Miranda
Iglesias, Jesus Oteo
Marin, Mari Fe Bautista
Alvarez, Maria Luisa Azanedo
Sanchez, Veronica Bautista
Mari, Jose Maria Navarro
Journal Article
England
J Med Microbiol. 2014 Aug;63(Pt 8):1093-8. doi: 10.1099/jmm.0.067280-0. Epub 2014 May 27.",10.1099/jmm.0.067280-0,5/29/2014,eng,24866368,MAYBE,Brooke,NO,Cale,Allison,Zach_4,yes,,
