STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED,REASON,NOTES
7979,MAYBE,Gurjav2016,Article,"Background Mongolia has high and rising rates of multi-drug resistant tuberculosis (MDR-TB). Spatio-temporal and programmatic evidence suggests a major contribution from MDR-TB transmission, but genotypic evidence has not been assessed. Methods All MDR-TB cases identified during 2012 were examined. Demographic and bacteriological data were obtained from the National Tuberculosis Reference Laboratory. Isolates of Mycobacterium tuberculosis from culture-confirmed category 1 treatment failures were genotyped using 24-loci mycobacterium interspersed repetitive unit (MIRU-24) analysis. Results Of the 210 MDR-TB cases identified, 115 (54.8{\%}) were treatment failures (34.8{\%} category 1; 20.0{\%} category 2). Streptomycin resistance was present in 156 (74.3{\%}) cases; including 55/73 (75.3{\%}) category 1 treatment failures who had never been exposed to streptomycin. Among category 1 treatment failures, Beijing lineage strains predominated (88.0{\%}; 59/67 of genotyped isolates). MIRU-24 clustering was documented in 62.7{\%} (42/67) of strains; 55.2{\%} (37/67) remained clustered when drug susceptibility test results were considered. In total 59.5{\%} (25/42) of clustered strains were Beijing lineage and demonstrated in-vitro resistance to all first-line drugs tested. Conclusion The MDR-TB epidemic in Mongolia appears to be driven by primary transmission of Beijing lineage strains resistant to all first-line drugs. Enhanced infection control strategies together with early MDR-TB case detection and appropriate treatment are necessary to limit escalation of the MDR-TB epidemic.",U Gurjav and B Erkhembayar and B Burneebaatar and E Narmandakh and O Tumenbayar and G A Hill-Cawthorne and B J Marais and V Sintchenko,"1873-281X
1472-9792",Tuberculosis,"China,Mongolia,Mycobacterium tuberculosis,adolescent,adult,antibiotic therapy,article,bacterial strain,disease transmission,ethambutol,female,genotype,human,in vitro study,isoniazid,major clinical study,male,multidrug resistant tuberculosis,priority journal,pyrazinamide,retrospective study,rifampicin,streptomycin,treatment failure",49--53,{Transmission of multi-drug resistant tuberculosis in Mongolia is driven by Beijing strains of Mycobacterium tuberculosis resistant to all first-line drugs},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L611878410 http://dx.doi.org/10.1016/j.tube.2016.07.010 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=1873281X{\&}id=doi:10.1016{\%}2Fj.tube.2016.07.010{\&}atitle=Transmission,101,2016,NA,NA,NA,NA,NA,NA,MAYBE,Brooke,MAYBE,Mushtaq,Mushtaq,Mushtaq_2,downloaded,,
5606,MAYBE,Durante-Mangoni2014,Article,"BACKGROUND: Infective endocarditis (IE) due to gram-negative (GN) bacilli is uncommon. Although multi- and extensively-drug resistant (MDR/XDR) GN infections are emerging, very few data are available on IE due to these microrganisms. METHODS: In this study, we describe the clinical characteristics, course and outcome of five contemporary, definite, MDR/XDR GNIE cases seen at our centre. RESULTS: All patients had been admitted to a hospital during the 6months before IE onset, 2 were on hemodialysis and 3 on intravenous medications. Three of the 5 cases were hospital-acquired. Intracardiac prosthetic devices were present in all cases (3 central venous lines, 2 prosthetic heart valves, 2 pacemakers). Mean Charlson comorbidity index was 5.8. Causative pathogens were XDR Pseudomonas aeruginosa (2 cases), XDR Acinetobacter baumannii, MDR Burkolderia cepacia and MDR Escherichia coli (1 case each). Concomitant pathogens with a MDR/XDR phenotype were isolated in 4 patients. Both valves and intracardiac devices and left and right sides of the heart were involved. The rate of complications was high. Antibiotic treatment hinged on the use of colistin, a carbapenem or both. Cardiovascular surgical procedures were performed in 3 patients. Despite aggressive therapeutic regimens, outcomes were poor. Clearance of bacteremia was obtained in 3 patients, in-hospital death occurred in 3 patients, only 1 patient survived during follow up. CONCLUSIONS: MDR/XDR GN are emerging as a cause of IE in carriers of intracardiac prostheses with extensive healthcare contacts and multiple comorbidities. Resistant GNIE has a complicated course and shows a dismal prognosis.",E Durante-Mangoni and R Andini and F Agrusta and D Iossa and I Mattucci and M Bernardo and R Utili,"1879-0828
0953-6205",European Journal of Internal Medicine,",*Drug Resistance,80 and over,Acinetobacter baumannii,Adult,Aged,Anti-Bacterial Agents/*therapeutic use,Anti-infective agents,Bacterial,Bacterial/drug therapy/*epidemiology,Burkholderia cepacia,Charlson Comorbidity Index,Colistin,Endocarditis,Escherichia coli,Female,Follow-Up Studies,Gram negative bacterium,Gram negative infection,Gram-Negative Bacteria/*isolation {\&} purification,Gram-Negative Bacterial Infections/drug therapy/*e,Heart valve prostheses,Humans,Incidence,Italy,Italy/epidemiology,Male,Middle Aged,Multiple,Nosocomial Infection,Prosthesis-related infections,Pseudomonas aeruginosa,Retrospective Studies,Staphylococcus aureus,Stenotrophomonas maltophilia,Time Factors,add on therapy,adult,aged,antibiotic resistance,antibiotic therapy,antiinfective agent,aorta valve replacement,article,artificial heart pacemaker,bacteremia,bacterial clearance,bacterial endocarditis,carbapenem,cardiovascular surgery,central venous catheter,clinical article,clinical feature,colistin,cotrimoxazole,daptomycin,device removal,disease course,extended spectrum beta lactamase producing Escheri,female,follow up,gram negative infective endocarditis,heart valve prosthesis,hemodialysis,hospital admission,human,imipenem,implanted heart pacemaker,incidence,intravenous drug administration,isolation and purification,male,medical device complication,meropenem,microbiology,middle aged,minimum inhibitory concentration,mitral valve replacement,multidrug resistance,nonhuman,outcome assessment,phenotype,pneumothorax,prognosis,prospective study,retrospective study,rifampicin,sepsis,spleen abscess,staphylococcal bacteremia,time,treatment response,vancomycin,very elderly",657--661,{Infective endocarditis due to multidrug resistant gram-negative bacilli: single centre experience over 5 years},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L604408801 http://dx.doi.org/10.1016/j.ejim.2014.05.015 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=18790828{\&}id=doi:10.1016{\%}2Fj.ejim.2014.05.015{\&}atitle=Infective+en http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L53200043 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=18790828{\&}id=doi:10.1016{\%}2Fj.ejim.2014.05.015{\&}atitle=Infective+end http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L602419851,25,2014,7,"From Duplicate 1 (Infective endocarditis due to multidrug resistant gram-negative bacilli: single centre experience over 5 years - Durante-Mangoni, E; Andini, R; Agrusta, F; Iossa, D; Mattucci, I; Bernardo, M; Utili, R)

1879-0828
Durante-Mangoni, Emanuele
Andini, Roberto
Agrusta, Federica
Iossa, Domenico
Mattucci, Irene
Bernardo, Mariano
Utili, Riccardo
Journal Article
Netherlands
Eur J Intern Med. 2014 Sep;25(7):657-61. doi: 10.1016/j.ejim.2014.05.015. Epub 2014 Jun 19.",10.1016/j.ejim.2014.05.015,6/24/2014,eng,24954705,MAYBE,Brooke,MAYBE,Allison,Allison,Mushtaq_2,downloaded,,
6221,MAYBE,Feasey2014,Article,NA,N A Feasey and A K Cain and C L Msefula and D Pickard and M Alaerts and M Aslett and D B Everett and T J Allain and G Dougan and M A Gordon and R S Heyderman and R A Kingsley,"1080-6059
1080-6040",Emerging Infectious Diseases,"Escherichia coli,Human immunodeficiency virus infected patient,Salmonella enterica serovar Typhimurium,adult,ampicillin,antibiotic sensitivity,bloodstream infection,case report,ceftriaxone,chloramphenicol,ciprofloxacin,cotrimoxazole,fever,genetic analysis,genomic DNA,gentamicin,human,letter,male,multilocus sequence typing,nucleotide sequence,phenotype,phylogenetic tree,salmonellosis,sequence analysis",1957--1959,"{Drug resistance in salmonella enteric ser. Typhimurium bloodstream infection, Malawi}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L600243693 http://dx.doi.org/10.3201/eid2011.141175 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10806059{\&}id=doi:10.3201{\%}2Feid2011.141175{\&}atitle=Drug+resistance+in+s,20,2014,11,NA,NA,NA,NA,NA,MAYBE,Brooke,MAYBE,Ayomide,Ayomide,Mushtaq_2,downloaded,,
4265,YES,Correia2012,Article,"Ten extended-spectrum $\beta$-lactamase-producing Escherichia coli isolates were detected among 121 fecal samples (8.3{\%}) recovered from hemodialysis patients in Portugal. The isolates harbored the blaCTX-M-15, blaCTX-M-14a, and/or blaCTX-M-1 genes. A new sequence type, ST2229, was detected, and this study also reports, for the first time, ST410 CTX-M-14-producing isolates. {\textcopyright} 2012 Elsevier Inc.",S Correia and R Pacheco and H Radhouani and J C Diniz and P Ponce and D Jones-Dias and M Caniça and G Igrejas and P Poeta,"0732-8893
1879-0070",Diagnostic Microbiology and Infectious Disease,"Escherichia coli,Portugal,antibiotic sensitivity,article,bacterial gene,bacterial genetics,bacterium detection,bacterium isolate,beta lactamase CTX M,bla CTX M 1 gene,bla CTX M 14a gene,bla CTX M 15 gene,extended spectrum beta lactamase producing Enterob,feces analysis,hemodialysis patient,human,major clinical study,nonhuman,priority journal,replicon,sequence analysis",423--425,{High prevalence of ESBL-producing Escherichia coli isolates among hemodialysis patients in Portugal: Appearance of ST410 with the blaCTX-M-14 gene},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L52218778 http://dx.doi.org/10.1016/j.diagmicrobio.2012.08.017 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=07328893{\&}id=doi:10.1016{\%}2Fj.diagmicrobio.2012.08.017{\&}atit,74,2012,4,NA,NA,NA,NA,NA,YES,Cale,YES,Ayomide,Ayomide,Mushtaq_2,downloaded,,
873,MAYBE,Antonov2015,Article,"Topical mupirocin is used widely to treat skin and soft tissue infections and to eradicate nasal carriage of methicillin-resistant Staphylococcus aureus (MRSA). Few studies to date have characterized the rates of S. aureus mupirocin resistance in pediatric populations. We retrospectively studied 358 unique S. aureus isolates obtained from 249 children seen in a predominantly out-patient setting by the Division of Pediatric Dermatology at a major academic center in New York City between 1 May 2012 and 17 September 2013. Mupirocin resistance rates and the associated risk factors were determined using a logistic regression analysis. In our patient population, 19.3{\%} of patients had mupirocin-resistant S. aureus isolates at the time of their first culture, and 22.1{\%} of patients with S. aureus infection had a mupirocin-resistant isolate at some time during the study period. Overall, 31.3{\%} of all S. aureus isolates collected during the study period were resistant to mupirocin. Prior mupirocin use was strongly correlated (odds ratio [OR] = 26.5; P = {\textless}0.001) with mupirocin resistance. Additional risk factors for mupirocin resistance included methicillin resistance, atopic dermatitis (AD), epidermolysis bullosa (EB), immunosuppression, and residence in northern Manhattan and the Bronx. Resistance to mupirocin is widespread in children with dermatologic complaints in the New York City area, and given the strong association with mupirocin exposure, it is likely that mupirocin use contributes to the increased resistance. Routine mupirocin testing may be important for MRSA decolonization strategies or the treatment of minor skin infections in children.",N K Antonov and M C Garzon and K D Morel and S Whittier and P J Planet and C T Lauren,0066-4804,Antimicrob Agents Chemother,",Adolescent,Adult,Anti-Bacterial Agents/*pharmacology,Bacterial,Child,Drug Resistance,Female,Humans,Infant,Logistic Models,Male,Microbial Sensitivity Tests,Multiple,Mupirocin/*therapeutic use,Newborn,Preschool,Prevalence,Retrospective Studies,Staphylococcal Infections/*drug therapy/*microbiol,Staphylococcus aureus,Staphylococcus aureus/drug effects/*metabolism,United States,Young Adult,adolescent,adult,antibiotic resistance,article,atopic dermatitis,bacterium culture,bacterium isolate,child,epidermolysis bullosa,female,human,immune deficiency,infant,major clinical study,male,methicillin resistant Staphylococcus aureus,newborn,nonhuman,priority journal,pseudomonic acid,residential area,retrospective study",3350--3356,{High prevalence of mupirocin resistance in Staphylococcus aureus isolates from a pediatric population},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L604426287 http://dx.doi.org/10.1128/AAC.00079-15 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10986596{\&}id=doi:10.1128{\%}2FAAC.00079-15{\&}atitle=High+prevalence+of+mupir,59,2015,6,"From Duplicate 1 (High prevalence of mupirocin resistance in Staphylococcus aureus isolates from a pediatric population - Antonov, N K; Garzon, M C; Morel, K D; Whittier, S; Planet, P J; Lauren, C T)

1098-6596
Antonov, Nina K
Garzon, Maria C
Morel, Kimberly D
Whittier, Susan
Planet, Paul J
Lauren, Christine T
Journal Article
United States
Antimicrob Agents Chemother. 2015;59(6):3350-6. doi: 10.1128/AAC.00079-15. Epub 2015 Mar 30.",10.1128/aac.00079-15,4/1/2015,eng,25824213,YES,Allison,MAYBE,Mushtaq,Mushtaq,Mushtaq_2,downloaded,,
14500,YES,Mshana2011,Article,"Enterobacter hormaechei and Cronobacter sakazakii are amongst the most important causes of outbreaks of neonatal sepsis associated with powdered milk. In this study, we report for the first time an outbreak of a novel Enterobacter sp. harbouring blaCTX-M-15 in a neonatal unit in Tanzania. Seventeen Gram-negative enteric isolates from neonatal blood cultures were studied. Antibiotic susceptibility was assessed by disc diffusion testing, and the presence of the blaCTX-M-15 gene was established by polymerase chain reaction (PCR) and sequencing. Isolates were typed by pulsed-field gel electrophoresis (PFGE). Identification by biochemical profiling was followed by nucleotide sequencing of 16S ribosomal DNA (rDNA), rpoB and hsp60 alleles. Environmental sampling was done and control measures were established. Isolates were initially misidentified based on their fermentation characteristics and agglutination as Salmonella enterica serotype Paratyphi. All isolates were resistant to multiple antibiotics, except for ciprofloxacin and carbapenems, and were found to harbour blaCTX-M-15 on a 291-kb narrow-range plasmid. PFGE analysis indicated the clonal outbreak of a single strain, infecting 17 neonates with a case fatality rate of 35{\%}. The same strain was isolated from a milk bucket. Phylogenetic analysis using 16S rDNA, rpoB and hsp60 sequences permitted no definitive identification, clustering the strains in the Enterobacter cloacae complex with similarities of 92-98.8{\%}. The data describe an outbreak of a novel blaCTX-M-15-positive, multiresistant Enterobacter strain in an African neonatal unit that can easily be misidentified taxonomically. These data highlight the need for constant surveillance of bacteria harbouring extended-spectrum $\beta$-lactamases as well as improvements in hygiene measures in developing countries. {\textcopyright} 2011 Elsevier B.V. and the International Society of Chemotherapy.",S E Mshana and L Gerwing and M Minde and T Hain and E Domann and E Lyamuya and T Chakraborty and C Imirzalioglu,"0924-8579
1872-7913",Int J Antimicrob Agents,",*Disease Outbreaks,16S/genetics,Anti-Bacterial Agents/pharmacology,Bacterial Typing Techniques,Blood/microbiology,Chaperonin 60/genetics,Cross Infection/*epidemiology/microbiology,DNA,DNA 16S,DNA-Directed RNA Polymerases/genetics,Electrophoresis,Enterobacter,Enterobacter cloacae,Enterobacter/classification/*enzymology/genetics/i,Enterobacteriaceae Infections/*epidemiology/microb,Enterobacteriaceae infection,Female,Gel,Hospitals,Humans,Infant,Male,Microbial Sensitivity Tests/methods,Molecular Sequence Data,Molecular Typing,Newborn,Pulsed-Field,RNA,RNA polymerase beta subunit gene,Ribosomal,Salmonella enterica serovar Paratyphi C,Sepsis/*epidemiology/microbiology,Sequence Analysis,Tanzania,Tanzania/epidemiology,allele,amoxicillin plus clavulanic acid,ampicillin,antibiotic resistance,antibiotic sensitivity,article,artificial milk,bacterial gene,bacterium identification,bacterium isolate,beta lactamase CTX M 15 gene,beta-Lactamases/*genetics,carbapenem,cefepime,cefotaxime,ceftazidime,ceftriaxone,chloramphenicol,ciprofloxacin,clinical article,controlled study,cotrimoxazole,disk diffusion,epidemic,extended spectrum beta lactamase gene,female,fosfomycin,gene cluster,genetic marker,gentamicin,heat shock protein 60 gene,human,latex agglutination test,male,meropenem,molecular phylogeny,new species,newborn,newborn mortality,nonhuman,nucleotide sequence,polymerase chain reaction,priority journal,pulsed field gel electrophoresis,rifampicin,sepsis,sequence homology,species identification,tetracycline",265--269,{Outbreak of a novel Enterobacter sp. carrying blaCTX-M-15 in a neonatal unit of a tertiary care hospital in Tanzania},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L51518270 http://dx.doi.org/10.1016/j.ijantimicag.2011.05.009 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=09248579{\&}id=doi:10.1016{\%}2Fj.ijantimicag.2011.05.009{\&}atitle,38,2011,3,"From Duplicate 1 (Outbreak of a novel Enterobacter sp. carrying blaCTX-M-15 in a neonatal unit of a tertiary care hospital in Tanzania - Mshana, S E; Gerwing, L; Minde, M; Hain, T; Domann, E; Lyamuya, E; Chakraborty, T; Imirzalioglu, C)

1872-7913
Mshana, Stephen E
Gerwing, Lisa
Minde, Mercy
Hain, Torsten
Domann, Eugen
Lyamuya, Eligius
Chakraborty, Trinad
Imirzalioglu, Can
Journal Article
Research Support, Non-U.S. Gov't
Netherlands
Int J Antimicrob Agents. 2011 Sep;38(3):265-9. doi: 10.1016/j.ijantimicag.2011.05.009. Epub 2011 Jul 12.",10.1016/j.ijantimicag.2011.05.009,7/15/2011,eng,21752606,YES,Cale,NO,Ayomide,Zach,Mushtaq_2,downloaded,,
23427,MAYBE,Zhang2015i,Article,"We report the emergence of five carbapenem-resistant K1 hypervirulent Klebsiella pneumoniae (hvKP) strains which caused fatal infections in hospital patients in Zhejiang Province, China, upon entry through surgical wounds. Genotyping results revealed the existence of three genetically related strains which exhibited a new sequence type, ST1797, and revealed that all strains harbored the magA and wcaG virulence genes and a plasmid-borne bla(KPC-2) gene. These findings indicate that K1 hvKP is simultaneously hypervirulent, multidrug resistant, and transmissible.",R Zhang and D Lin and E W C Chan and D Gu and G X Chen and S Chen,0066-4804,Antimicrob Agents Chemother,",80 and over,Adult,Aged,Anti-Bacterial Agents/pharmacology,Bacterial Proteins/genetics/metabolism,Carbapenems/pharmacology,Carbohydrate Epimerases/genetics/metabolism,China,Escherichia coli,Female,Genotype,Humans,Klebsiella Infections/drug therapy/microbiology/mo,Klebsiella pneumoniae,Klebsiella pneumoniae infection,Klebsiella pneumoniae/drug effects/*genetics/isola,Male,Middle Aged,Multilocus Sequence Typing,Plasmids/chemistry/metabolism,Serogroup,Southern blotting,Survival Analysis,Virulence,abdominal infection,adult,aged,article,bacterial arthritis,bacterial strain,bacterial virulence,bacterium isolate,beta-Lactam Resistance/*genetics,beta-Lactamases/*genetics/metabolism,blood sampling,brain injury,carbapenem resistant Enterobacteriaceae,carbapenem resistant serotype k1 hypervirulent Kle,case report,cefoperazone plus sulbactam,fatality,female,finger injury,genotype,human,imipenem,linezolid,liver abscess,maga gene,male,middle aged,mortality rate,multiple trauma,nonhuman,polymerase chain reaction,priority journal,pulsed field gel electrophoresis,purification/*pathogenicity,retrospective study,septic shock,sputum,surgical wound,very elderly,wcag gene",709--711,{Emergence of Carbapenem-Resistant Serotype K1 Hypervirulent Klebsiella pneumoniae Strains in China},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L608196692 http://dx.doi.org/10.1128/AAC.02173-15 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10986596{\&}id=doi:10.1128{\%}2FAAC.02173-15{\&}atitle=Emergence+of+carbapenem-,60,2015,1,"From Duplicate 1 (Emergence of Carbapenem-Resistant Serotype K1 Hypervirulent Klebsiella pneumoniae Strains in China - Zhang, R; Lin, D; Chan, E W; Gu, D; Chen, G X; Chen, S)

1098-6596
Zhang, Rong
Lin, Dachuan
Chan, Edward Wai-Chi
Gu, Danxia
Chen, Gong-Xiang
Chen, Sheng
Journal Article
Research Support, Non-U.S. Gov't
United States
Antimicrob Agents Chemother. 2015 Nov 16;60(1):709-11. doi: 10.1128/AAC.02173-15.",10.1128/aac.02173-15,11/18/2015,eng,26574010,YES,Erica,MAYBE,Mushtaq,Mushtaq,Mushtaq_2,downloaded,,
1216,MAYBE,Aydemir2008,Article,"Stenotrophomonas maltophilia is an important nosocomial pathogen in hospitalized patients, particularly those with prior broad-spectrum antibacterial therapy. The microorganism mainly infects severely ill, debilitated patients and is most frequent in immunocompromised hosts. A prominent feature of this organism is its resistance to multiple antibiotics including beta-lactam agents, carbapenems and aminoglycosides. Community-acquired infection with Stenotrophomonas maltophilia is reported rarely. This is the first report of a child patient diagnosed with septic arthritis due to Stenotrophomonas maltophilia.",C Aydemir and E Aktas and N Eldes and E Kutsal and F Demirel and A Ege and E Aktaş and N Eldeş and E Kutsal and F Demirel and A Ege,0041-4301,Turkish Journal of Pediatrics,",Anti-Infective Agents/therapeutic use,Arthritis,Bacterial,Child,Community-Acquired Infections,Drug Resistance,Female,Gram staining,Gram-Negative Bacterial Infections/*diagnosis/drug,Humans,Infectious/drug therapy/*microbiology,Knee Joint/pathology,Multiple,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia/*isolation {\&} purifica,Sulfamethoxazole Drug Combination/th,Trimethoprim,amikacin,amoxicillin plus clavulanic acid,ampicillin,anamnesis,antibiotic agent,antibiotic sensitivity,article,aztreonam,bacterial arthritis,case report,cefepime,cefotaxime,cefoxitin,ceftazidime,chloramphenicol,ciprofloxacin,clinical effectiveness,communicable disease,cotrimoxazole,drug efficacy,erythema,female,gentamicin,human,imipenem,joint limitation,knee injury,levofloxacin,meropenem,minimum inhibitory concentration,penetrating trauma,physical examination,piperacillin,piperacillin plus tazobactam,school child,swelling,synovial fluid,treatment outcome",89--90,{Community-acquired infection due to Stenotrophomonas maltophilia: a rare cause of septic arthritis},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L351513605 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00414301{\&}id=doi:{\&}atitle=Community-acquired+infection+due+to+Stenotrophomonas+maltophilia{\%}3A+A+rare+cause+of+s,50,2008,1,"From Duplicate 2 (Community-acquired infection due to Stenotrophomonas maltophilia: a rare cause of septic arthritis - Aydemir, C; Aktas, E; Eldes, N; Kutsal, E; Demirel, F; Ege, A)

Aydemir, Cumhur
Aktas, Elif
Eldes, Nilufer
Kutsal, Ebru
Demirel, Fatma
Ege, Ahmet
Case Reports
Journal Article
Turkey
Turk J Pediatr. 2008 Jan-Feb;50(1):89-90.",NA,3/28/2008,eng,18365601,YES,Allison,MAYBE,Mushtaq,Mushtaq,Mushtaq_2,downloaded,,
14616,YES,Murcia2010,Article,"This report describes a first case due to a genetically distinct and relatively rare {""}Beijing-like{""} strain of Mycobacterium tuberculosis isolated from a 15 years old female patient who died shortly after the initiation of antituberculous therapy with second-line drugs. Positive cultures obtained from lung, kidney and adrenal glands upon autopsy were identified as Mycobacterium tuberculosis complex characterized by an identical 15-banded IS6110-RFLP pattern, and were found to be resistant to all the 4 first-line antituberculous drugs tested (rifampin, isoniazid, ethambutol and streptomycin). Spoligotyping followed by comparison with the SITVIT2 database revealed that the isolate belonged to a rare pattern identified as Spoligotype International Type SIT190, which represents only 1.7{\%} of all the Beijing strains worldwide. We present data on its worldwide distribution and present an evolutionary scenario based on available MIRU typing data.",M I Murcia and M Manotas and Y J Jiménez and J Hernández and M I C Cortès and L E López and T Zozio and N Rastogi and Y J Jimenez and J Hernandez and M I Cortes and L E Lopez and T Zozio and N Rastogi,1567-1348,"Infection, Genetics and Evolution",",Adolescent,Antitubercular Agents/therapeutic use,BCG vaccine,Bacterial Typing Techniques,Colombia,DNA,DNA extraction,Female,Humans,Multidrug-Resistant/drug therapy/*mi,Mycobacterium tuberculosis,Mycobacterium tuberculosis/*genetics/isolation {\&} p,Tuberculosis,adolescent,adrenal gland,amikacin,aminosalicylic acid,antibiotic resistance,antibiotic sensitivity,article,autopsy,bacterial strain,bacterium culture,bacterium identification,case report,cycloserine,death,ethambutol,ethionamide,female,folic acid,genotype,human,isoniazid,kidney parenchyma,lung parenchyma,multidrug resistant tuberculosis,multiple organ failure,priority journal,pyrazinamide,restriction fragment length polymorphism,rifampicin,streptomycin,tuberculosis",678--681,"{First case of multidrug-resistant tuberculosis caused by a rare ""Beijing-like"" genotype of Mycobacterium tuberculosis in Bogota, Colombia}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L50877704 http://dx.doi.org/10.1016/j.meegid.2010.03.010 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=15671348{\&}id=doi:10.1016{\%}2Fj.meegid.2010.03.010{\&}atitle=First+cas,10,2010,5,"From Duplicate 1 (First case of multidrug-resistant tuberculosis caused by a rare {""}Beijing-like{""} genotype of Mycobacterium tuberculosis in Bogota, Colombia - Murcia, M I; Manotas, M; Jimenez, Y J; Hernandez, J; Cortes, M I; Lopez, L E; Zozio, T; Rastogi, N)

1567-7257
Murcia, Martha I
Manotas, Marina
Jimenez, Yesica J
Hernandez, Johana
Cortes, Maria Irene Cerezo
Lopez, Lilia E
Zozio, Thierry
Rastogi, Nalin
Journal Article
Research Support, Non-U.S. Gov't
Netherlands
Infect Genet Evol. 2010 Jul;10(5):678-81. doi: 10.1016/j.meegid.2010.03.010. Epub 2010 Mar 31.",10.1016/j.meegid.2010.03.010,4/7/2010,eng,20362076,YES,Erica,NO,Zach,Allison,Mushtaq_2,downloaded,,
10201,MAYBE,Karthikeyan2011,Article,NA,K Karthikeyan and M Thirunarayan and P Krishnan,0971-5916,Indian Journal of Medical Research,"Escherichia coli,Salmonella,Salmonella enterica serovar Typhimurium,amikacin,ampicillin,antibiotic resistance,antibiotic sensitivity,bacterial gene,bacterial strain,bacterium identification,bacterium isolation,blood culture,broth dilution,cefepime,ceftazidime,ceftriaxone,chloramphenicol,ciprofloxacin,cotrimoxazole,dengue,ertapenem,extended spectrum beta lactamase producing Enterob,gene amplification,gentamicin,hemophagocytic syndrome,hospital admission,hospital discharge,human,hypertension,imipenem,immune deficiency,immunoglobulin,infant,meropenem,minimum inhibitory concentration,nalidixic acid,natural killer cell deficiency,nonhuman,note,nucleotide sequence,pediatric hospital,phenotype,piperacillin plus tazobactam,plasmid,polymerase chain reaction,sepsis,sequence analysis,serotyping,steroid,steroid induced hypertension,tetracycline,treatment response",487--489,"{CTX-M15 type ESBL producing salmonella from a paediatric patient in chennai, India}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L362874548 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=09715916{\&}id=doi:{\&}atitle=CTX-M15+type+ESBL+producing+salmonella+from+a+paediatric+patient+in+chennai{\%}2C+India{\&},134,2011,10,NA,NA,NA,NA,NA,MAYBE,Cale,MAYBE,Mushtaq,Mushtaq,Mushtaq_2,downloaded,,
